% Moku:Pro Data Logger
% Input 1, DC coupling, 1 MOhm impedance, 400 mVpp range
% Input 2, DC coupling, 1 MOhm impedance, 4 Vpp range
% Input 3, DC coupling, 1 MOhm impedance, 4 Vpp range
% Input 4, DC coupling, 1 MOhm impedance, 4 Vpp range
% Acquisition rate: 1.0000000000e+03 Hz, Precision mode, trigger: Input 2, level: 0.000 V
% Output 1 (on) - Sine, 1.000 000 Hz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg, output termination 50 Ohm
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %, output termination 50 Ohm
% Output 3 (off) - Square, 80.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg, duty cycle 50.00 %, output termination 50 Ohm
% Output 4 (off) - Pulse, 10.000 000 000 kHz, 200.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, width 1.000 us, edge 2.000 ns, output termination 50 Ohm
% Internal 10 MHz clock
% Acquired 2024-09-17 T 00:26:28 +1000
% Time (s), Input 1 (V), Input 2 (V), Input 3 (V), Input 4 (V)
4.2000000000e-02, -2.9866786893e-03, 2.4053547127e-01, 1.9915389295e-05, 4.4210795480e-05
4.3000000000e-02, -3.0158126446e-03, 2.4662773257e-01, 9.7866002378e-06, 4.2705164674e-05
4.4000000000e-02, -3.0037607547e-03, 2.5277186970e-01, 1.2797861849e-05, 4.4210795480e-05
4.5000000000e-02, -3.0023372493e-03, 2.5883956185e-01, 8.3494071959e-06, 4.7906434730e-05
4.6000000000e-02, -3.0006399928e-03, 2.6478947261e-01, 1.2660986322e-05, 3.8393585548e-05
4.7000000000e-02, -3.0151761735e-03, 2.7085976539e-01, 4.5853301813e-06, 5.6392717454e-05
4.8000000000e-02, -2.9930023385e-03, 2.7693265881e-01, 6.6384630983e-06, 4.3184229021e-05
4.9000000000e-02, -2.9850498706e-03, 2.8293656696e-01, 8.0756561402e-06, 5.2081138328e-05
5.0000000000e-02, -3.0145260147e-03, 2.8894902983e-01, 5.4750211120e-07, 4.3594855605e-05
5.1000000000e-02, -3.0169350239e-03, 2.9496258771e-01, 1.5193183586e-05, 5.0986134106e-05
5.2000000000e-02, -3.0001814598e-03, 3.0090524406e-01, 6.4331498066e-06, 4.2431413618e-05
5.3000000000e-02, -3.0078738642e-03, 3.0681142308e-01, 8.6915960154e-06, 4.2089224799e-05
5.4000000000e-02, -2.9972796987e-03, 3.1278248111e-01, 1.1223793280e-05, 4.5647988522e-05
5.5000000000e-02, -3.0200489421e-03, 3.1879946087e-01, 1.9162573892e-06, 4.5990177341e-05
5.6000000000e-02, -3.0307594519e-03, 3.2474813975e-01, 5.9540854593e-06, 4.1336409396e-05
5.7000000000e-02, -3.0286310375e-03, 3.3062030521e-01, 7.9387806124e-06, 4.9548941064e-05
5.8000000000e-02, -3.0142659512e-03, 3.3650978542e-01, 6.9122141539e-06, 4.0446718465e-05
5.9000000000e-02, -2.9838590535e-03, 3.4243061012e-01, 1.0060351293e-05, 4.1267971632e-05
6.0000000000e-02, -3.0169555553e-03, 3.4832207503e-01, 7.6650295568e-06, 4.0583593993e-05
6.1000000000e-02, -2.9871303785e-03, 3.5422017840e-01, 8.3494071959e-06, 4.6263928397e-05
6.2000000000e-02, -2.9894298873e-03, 3.6006599531e-01, 6.4331498066e-06, 5.0643945286e-05
6.3000000000e-02, -2.9829009248e-03, 3.6589928812e-01, 7.9387806124e-06, 4.1815473743e-05
6.4000000000e-02, -2.9622464082e-03, 3.7166571723e-01, 4.1062658340e-07, 4.4895173119e-05
6.5000000000e-02, -2.9780692188e-03, 3.7743351510e-01, 6.7069008622e-06, 4.8043310258e-05
6.6000000000e-02, -2.9835716149e-03, 3.8322232335e-01, 1.5809123461e-05, 4.9617378828e-05
6.7000000000e-02, -3.0064435150e-03, 3.8908915067e-01, 3.4903259589e-06, 4.7837996966e-05
6.8000000000e-02, -3.0143686079e-03, 3.9486933577e-01, 5.5434588759e-06, 4.2773602438e-05
6.9000000000e-02, -3.0041371624e-03, 4.0059743973e-01, 7.9387806124e-06, 4.4210795480e-05
7.0000000000e-02, -3.0284804744e-03, 4.0649561154e-01, 7.6650295568e-06, 4.4895173119e-05
7.1000000000e-02, -2.9877942248e-03, 4.1221885642e-01, 9.8550380017e-06, 4.2636726910e-05
7.2000000000e-02, -2.9834210518e-03, 4.1791951684e-01, 8.2125316681e-06, 4.4758297591e-05
7.3000000000e-02, -3.0174962136e-03, 4.2364105077e-01, 8.8969093071e-06, 3.8393585548e-05
7.4000000000e-02, -3.0115763472e-03, 4.2933349866e-01, 1.1086917752e-05, 5.1944262800e-05
7.5000000000e-02, -2.9742367041e-03, 4.3497845074e-01, 3.7640770145e-06, 4.4689859827e-05
7.6000000000e-02, -2.9840164604e-03, 4.4054469939e-01, 2.9428238477e-06, 4.2978915729e-05
7.7000000000e-02, -3.0009137438e-03, 4.4614010253e-01, 4.7906434730e-06, 3.9625465298e-05
7.8000000000e-02, -3.0117200665e-03, 4.5176548141e-01, 7.3912785012e-06, 4.6058615105e-05
7.9000000000e-02, -2.9826682364e-03, 4.5742042541e-01, 1.1360668807e-05, 5.0507069759e-05
8.0000000000e-02, -2.9785825020e-03, 4.6297757183e-01, 8.9653470710e-06, 4.3800168896e-05
8.1000000000e-02, -3.0005168048e-03, 4.6849735124e-01, 1.0676291168e-05, 3.9009525423e-05
8.2000000000e-02, -2.9892519492e-03, 4.7419677978e-01, 9.3759736544e-06, 4.3663293368e-05
8.3000000000e-02, -2.9839069599e-03, 4.7973147863e-01, 1.3687552780e-06, 5.3176142551e-05
8.4000000000e-02, -2.9898884203e-03, 4.8520841599e-01, 8.7600337793e-06, 4.5442675230e-05
8.5000000000e-02, -2.9918868030e-03, 4.9067823584e-01, 7.2544029734e-06, 4.9617378828e-05
8.6000000000e-02, -2.9901621714e-03, 4.9613354687e-01, 3.4218881950e-07, 4.1267971632e-05
8.7000000000e-02, -3.0065324841e-03, 5.0158276695e-01, 1.3208488433e-05, 4.3389542313e-05
8.8000000000e-02, -2.9885059776e-03, 5.0692837225e-01, 2.3953217365e-06, 4.2020787035e-05
8.9000000000e-02, -3.0154088618e-03, 5.1223264114e-01, 1.2592548558e-05, 4.6058615105e-05
9.0000000000e-02, -3.0137184491e-03, 5.1759063368e-01, 7.3912785012e-06, 3.4150444186e-05
9.1000000000e-02, -2.9871509099e-03, 5.2299386357e-01, 1.3071612905e-05, 4.5305799702e-05
9.2000000000e-02, -2.9603917449e-03, 5.2834213795e-01, 6.7069008622e-06, 4.5921739577e-05
9.3000000000e-02, -3.0150187666e-03, 5.3363135053e-01, 3.4903259589e-06, 4.7358932619e-05
9.4000000000e-02, -2.9869182215e-03, 5.3891118714e-01, 5.6803344037e-06, 4.7906434730e-05
9.5000000000e-02, -2.9787535964e-03, 5.4417234024e-01, 8.8284715432e-06, 3.8530461076e-05
9.6000000000e-02, -3.0042398191e-03, 5.4942760769e-01, 8.0756561402e-06, 4.0994220576e-05
9.7000000000e-02, -3.0166749604e-03, 5.5460437703e-01, -1.1634419863e-06, 3.9420152007e-05
9.8000000000e-02, -2.9932008080e-03, 5.5984390379e-01, 8.4178449598e-06, 4.7222057091e-05
9.9000000000e-02, -2.9620890014e-03, 5.6499979961e-01, 1.0197226821e-05, 4.9412065536e-05
1.0000000000e-01, -3.0227453899e-03, 5.7018389179e-01, 9.1706603627e-06, 4.9138314481e-05
1.0100000000e-01, -3.0066214532e-03, 5.7528832241e-01, 1.2797861849e-05, 4.6263928397e-05
1.0200000000e-01, -2.9994012693e-03, 5.8035244319e-01, 3.8325147784e-06, 4.3184229021e-05
1.0300000000e-01, -2.9981488582e-03, 5.8542019117e-01, 1.0607853405e-05, 4.6469241688e-05
1.0400000000e-01, -3.0435573134e-03, 5.9052359522e-01, 8.9653470710e-06, 3.9077963187e-05
1.0500000000e-01, -3.0228138277e-03, 5.9560811045e-01, 8.5547204876e-06, 3.9351714243e-05
1.0600000000e-01, -3.0174688385e-03, 6.0060406722e-01, 1.0950042224e-05, 4.7632683675e-05
1.0700000000e-01, -3.0320803007e-03, 6.0554506846e-01, 4.7906434730e-06, 4.2705164674e-05
1.0800000000e-01, -3.0283983491e-03, 6.1066982509e-01, 1.1771295391e-05, 4.2294538090e-05
1.0900000000e-01, -3.0115968785e-03, 6.1564778273e-01, 1.1976608683e-05, 4.3800168896e-05
1.1000000000e-01, -3.0212466030e-03, 6.2058823647e-01, 7.1859652095e-06, 3.9214838715e-05
1.1100000000e-01, -3.0363439733e-03, 6.2548208409e-01, 8.5547204876e-06, 4.5100486410e-05
1.1200000000e-01, -3.0173114316e-03, 6.3035629007e-01, 1.2592548558e-05, 4.0583593993e-05
1.1300000000e-01, -2.9897652324e-03, 6.3523528670e-01, 8.6915960154e-06, 4.7632683675e-05
1.1400000000e-01, -3.0228617341e-03, 6.4003311613e-01, -9.5812869461e-07, 4.2773602438e-05
1.1500000000e-01, -3.0306225764e-03, 6.4475320027e-01, 1.0539415641e-05, 4.3389542313e-05
1.1600000000e-01, -3.0177357458e-03, 6.4943571208e-01, 1.0607853405e-05, 5.1054571870e-05
1.1700000000e-01, -3.0603793153e-03, 6.5419453199e-01, 4.3115791257e-06, 4.5305799702e-05
1.1800000000e-01, -3.0537271649e-03, 6.5889127885e-01, 1.0744728932e-05, 4.7358932619e-05
1.1900000000e-01, -3.0331342422e-03, 6.6366050131e-01, 4.9275190008e-06, 4.1610160451e-05
1.2000000000e-01, -3.0366861621e-03, 6.6833822247e-01, -4.1062658340e-07, 4.6948306036e-05
1.2100000000e-01, -3.0368846316e-03, 6.7295948248e-01, 8.5547204876e-06, 4.8043310258e-05
1.2200000000e-01, -3.0253528687e-03, 6.7756151147e-01, 6.7753386261e-06, 4.8317061314e-05
1.2300000000e-01, -3.0244426464e-03, 6.8214766291e-01, 5.8172099315e-06, 4.8453936841e-05
1.2400000000e-01, -3.0326551779e-03, 6.8678438985e-01, 4.8590812369e-06, 4.2157662563e-05
1.2500000000e-01, -3.0224032011e-03, 6.9128889503e-01, 7.8703428485e-06, 4.0583593993e-05
1.2600000000e-01, -3.0205964442e-03, 6.9578128673e-01, 9.3759736544e-06, 5.0164880939e-05
1.2700000000e-01, -2.9988537672e-03, 7.0023911735e-01, 6.9122141539e-06, 4.3868606660e-05
1.2800000000e-01, -2.9802660710e-03, 7.0471357836e-01, 8.1440939041e-06, 4.6606117216e-05
1.2900000000e-01, -3.0055059177e-03, 7.0911173126e-01, 5.4750211120e-07, 4.5374237466e-05
1.3000000000e-01, -3.0350094369e-03, 7.1341585066e-01, 3.4218881950e-06, 4.4826735355e-05
1.3100000000e-01, -3.0065324841e-03, 7.1771641131e-01, 8.4862827237e-06, 4.2226100327e-05
1.3200000000e-01, -2.9898884203e-03, 7.2210026072e-01, 5.0643945286e-06, 4.3731731132e-05
1.3300000000e-01, -3.0476704229e-03, 7.2640855483e-01, 1.3687552780e-06, 5.3792082426e-05
1.3400000000e-01, -3.0696526321e-03, 7.3078733984e-01, 1.1086917752e-05, 4.0104529646e-05
1.3500000000e-01, -3.0338802138e-03, 7.3502411649e-01, 2.6006350282e-06, 4.3457980077e-05
1.3600000000e-01, -3.0527690362e-03, 7.3926534159e-01, 1.0060351293e-05, 5.3244580315e-05
1.3700000000e-01, -3.0359744094e-03, 7.4340746881e-01, 7.5965917929e-06, 4.7769559202e-05
1.3800000000e-01, -3.0216366982e-03, 7.4765889115e-01, 1.2113484210e-05, 4.4073919952e-05
1.3900000000e-01, -3.0201173799e-03, 7.5175454913e-01, 9.5128491822e-06, 4.9206752244e-05
1.4000000000e-01, -3.0572585534e-03, 7.5592624146e-01, 3.0796993755e-06, 3.5792950520e-05
1.4100000000e-01, -3.0331889924e-03, 7.5994524915e-01, 8.8284715432e-06, 4.3252666785e-05
1.4200000000e-01, -3.0084350539e-03, 7.6400004978e-01, 5.6803344037e-06, 4.9617378828e-05
1.4300000000e-01, -3.0185638427e-03, 7.6804999134e-01, 6.6384630983e-06, 4.4895173119e-05
1.4400000000e-01, -3.0347630610e-03, 7.7208337095e-01, 9.1706603627e-06, 4.5305799702e-05
1.4500000000e-01, -3.0282340985e-03, 7.7599404166e-01, 5.8172099315e-06, 4.2978915729e-05
1.4600000000e-01, -3.0197341284e-03, 7.7989246200e-01, 1.3550677252e-05, 3.8188272256e-05
1.4700000000e-01, -3.0332300551e-03, 7.8373921184e-01, 3.9693903062e-06, 4.4073919952e-05
1.4800000000e-01, -3.0149092662e-03, 7.8755872344e-01, 1.1634419863e-06, 4.8111748022e-05
1.4900000000e-01, -3.0090646813e-03, 7.9140855297e-01, 4.5853301813e-06, 4.4347671007e-05
1.5000000000e-01, -3.0354063759e-03, 7.9517564125e-01, 6.7753386261e-06, 4.1062658340e-05
1.5100000000e-01, -3.0343729657e-03, 7.9905736278e-01, 6.3647120427e-06, 4.8248623550e-05
1.5200000000e-01, -3.0248943357e-03, 8.0281295351e-01, 1.2934737377e-05, 3.9488589771e-05
1.5300000000e-01, -3.0282409422e-03, 8.0651009839e-01, 1.1018479988e-05, 5.0849258578e-05
1.5400000000e-01, -3.0213424158e-03, 8.1016597530e-01, 8.8969093071e-07, 4.9001438953e-05
1.5500000000e-01, -3.0257429639e-03, 8.1387851868e-01, 6.2962742788e-06, 4.3868606660e-05
1.5600000000e-01, -3.0246958662e-03, 8.1762247499e-01, 4.9275190008e-06, 4.9138314481e-05
1.5700000000e-01, -3.0572859285e-03, 8.2119882722e-01, 1.0950042224e-05, 4.1473284924e-05
1.5800000000e-01, -3.0329699916e-03, 8.2475745407e-01, 7.0490896817e-06, 4.6127052869e-05
1.5900000000e-01, -3.0169829304e-03, 8.2825777194e-01, 9.5812869461e-06, 4.6332366161e-05
1.6000000000e-01, -3.0512634054e-03, 8.3171422121e-01, 3.0112616116e-06, 4.9480503300e-05
1.6100000000e-01, -3.0579976812e-03, 8.3521173313e-01, 4.7906434730e-06, 4.5442675230e-05
1.6200000000e-01, -3.0530906937e-03, 8.3859734931e-01, 1.1086917752e-05, 4.8659250133e-05
1.6300000000e-01, -3.0484916761e-03, 8.4198515550e-01, 1.0470977877e-05, 5.1738949509e-05
1.6400000000e-01, -3.0537887588e-03, 8.4532991433e-01, 1.0265664585e-06, 3.9351714243e-05
1.6500000000e-01, -3.0239704259e-03, 8.4857037402e-01, 8.0072183763e-06, 3.4355757478e-05
1.6600000000e-01, -3.0179752779e-03, 8.5178318484e-01, 1.7588505322e-05, 4.2431413618e-05
1.6700000000e-01, -3.0446728489e-03, 8.5501645856e-01, 2.0531329170e-06, 5.8651163663e-05
1.6800000000e-01, -3.0379933233e-03, 8.5826129826e-01, 2.2584462087e-06, 3.8941087659e-05
1.6900000000e-01, -3.0357348772e-03, 8.6144995056e-01, -2.8743860838e-06, 4.2978915729e-05
1.7000000000e-01, -3.0178657775e-03, 8.6455113939e-01, 7.1859652095e-06, 4.4484546535e-05
1.7100000000e-01, -3.0365698179e-03, 8.6774992047e-01, 4.9275190008e-06, 4.8727687897e-05
1.7200000000e-01, -3.0153335803e-03, 8.7076912087e-01, 1.4371930419e-06, 4.9480503300e-05
1.7300000000e-01, -2.9979914514e-03, 8.7380529382e-01, 5.9540854593e-06, 3.8872649895e-05
1.7400000000e-01, -3.0015023086e-03, 8.7673586731e-01, 9.5812869461e-07, 4.5853301813e-05
1.7500000000e-01, -2.9768578704e-03, 8.7971667412e-01, 8.5547204876e-06, 5.0507069759e-05
1.7600000000e-01, -3.0147313280e-03, 8.8262432096e-01, 1.2318797502e-06, 5.2765515967e-05
1.7700000000e-01, -2.9874930987e-03, 8.8554257565e-01, 8.1440939041e-06, 4.8248623550e-05
1.7800000000e-01, -2.9534042494e-03, 8.8834955053e-01, 8.9653470710e-06, 5.1328322925e-05
1.7900000000e-01, -2.9937483101e-03, 8.9124138825e-01, 1.1497544335e-05, 4.1883911507e-05
1.8000000000e-01, -3.0194330023e-03, 8.9405171658e-01, 1.4577243711e-05, 5.2423327148e-05
1.8100000000e-01, -2.9778091553e-03, 8.9680893722e-01, -4.0378280701e-06, 4.2089224799e-05
1.8200000000e-01, -2.9797117251e-03, 8.9947917345e-01, 1.3345363961e-05, 5.1807387273e-05
1.8300000000e-01, -3.0153062052e-03, 9.0225672010e-01, 8.6231582515e-06, 3.8667336604e-05
1.8400000000e-01, -3.0156004876e-03, 9.0486748391e-01, 5.3381455842e-06, 4.9001438953e-05
1.8500000000e-01, -2.9840712106e-03, 9.0752396416e-01, 6.6384630983e-06, 4.5511112994e-05
1.8600000000e-01, -2.9951718156e-03, 9.1014102425e-01, 7.7334673207e-06, 4.2568289146e-05
1.8700000000e-01, -3.0355980017e-03, 9.1264386171e-01, 1.2524110794e-05, 4.4621422063e-05
1.8800000000e-01, -3.0109672511e-03, 9.1518187619e-01, 6.8437763900e-06, 4.1062658340e-05
1.8900000000e-01, -2.9998118959e-03, 9.1758308357e-01, 1.2797861849e-05, 5.1602073981e-05
1.9000000000e-01, -3.0064845777e-03, 9.1994740300e-01, 7.5965917929e-06, 4.5032048646e-05
1.9100000000e-01, -3.0251270241e-03, 9.2226627976e-01, -6.1593987510e-07, 4.5168924174e-05
1.9200000000e-01, -2.9817237953e-03, 9.2461526913e-01, 6.1593987510e-06, 4.6263928397e-05
1.9300000000e-01, -3.0391225464e-03, 9.2693777308e-01, 9.7181624739e-06, 4.8796125661e-05
1.9400000000e-01, -3.0205553816e-03, 9.2931543788e-01, 1.1155355516e-05, 4.5784864049e-05
1.9500000000e-01, -3.0046983521e-03, 9.3159783730e-01, 8.2125316681e-06, 3.9214838715e-05
1.9600000000e-01, -2.9978408883e-03, 9.3384690754e-01, 9.7181624739e-06, 4.6058615105e-05
1.9700000000e-01, -3.0255718695e-03, 9.3606216952e-01, 1.2934737377e-05, 5.0780820814e-05
1.9800000000e-01, -3.0299792614e-03, 9.3819913869e-01, 3.6272014867e-06, 5.0028005411e-05
1.9900000000e-01, -3.0039660680e-03, 9.4027766202e-01, 5.2012700564e-06, 4.3663293368e-05
2.0000000000e-01, -3.0437831580e-03, 9.4235344784e-01, 6.1593987510e-06, 5.0301756467e-05
2.0100000000e-01, -3.0136294800e-03, 9.4429057875e-01, 2.3953217365e-06, 4.5716426285e-05
2.0200000000e-01, -3.0425991847e-03, 9.4629977462e-01, 9.3075358905e-06, 4.4552984299e-05
2.0300000000e-01, -3.0401012064e-03, 9.4825647873e-01, 2.8743860838e-06, 4.5100486410e-05
2.0400000000e-01, -3.0363165982e-03, 9.5014891977e-01, 7.4597162651e-06, 5.1123009634e-05
2.0500000000e-01, -3.0352215940e-03, 9.5203499611e-01, 4.3800168896e-06, 5.0096443175e-05
2.0600000000e-01, -3.0340102456e-03, 9.5388918045e-01, 6.5015875705e-06, 4.0241405173e-05
2.0700000000e-01, -3.0173319630e-03, 9.5566233447e-01, 1.0402540113e-05, 4.5511112994e-05
2.0800000000e-01, -3.0212671343e-03, 9.5740934527e-01, 3.2165749033e-06, 4.4005482188e-05
2.0900000000e-01, -2.9989495801e-03, 9.5918373117e-01, 2.8743860838e-06, 4.4347671007e-05
2.1000000000e-01, -3.0350641871e-03, 9.6090453031e-01, 1.3550677252e-05, 5.4065833481e-05
2.1100000000e-01, -3.0005236486e-03, 9.6259665402e-01, 2.3953217365e-06, 4.6948306036e-05
2.1200000000e-01, -2.9953292224e-03, 9.6423806535e-01, 1.3482239488e-05, 4.2842040202e-05
2.1300000000e-01, -3.0266052797e-03, 9.6578469038e-01, 1.0607853405e-05, 4.3389542313e-05
2.1400000000e-01, -3.0245179280e-03, 9.6727813926e-01, 2.3953217365e-06, 4.5442675230e-05
2.1500000000e-01, -2.9991069869e-03, 9.6883140275e-01, 6.9122141539e-06, 4.2910477966e-05
2.1600000000e-01, -3.0087430238e-03, 9.7032382507e-01, 8.8969093071e-06, 4.5374237466e-05
2.1700000000e-01, -3.0340034018e-03, 9.7177573223e-01, 6.8437763900e-07, 4.8522374605e-05
2.1800000000e-01, -3.0220473248e-03, 9.7316303414e-01, 8.3494071959e-06, 3.7367019090e-05
2.1900000000e-01, -3.0322924578e-03, 9.7445876633e-01, 8.4862827237e-06, 4.0515156229e-05
2.2000000000e-01, -3.0631305134e-03, 9.7577236077e-01, 1.2866299613e-05, 5.2012700564e-05
2.2100000000e-01, -3.0244768653e-03, 9.7707589485e-01, 7.2544029734e-06, 4.4073919952e-05
2.2200000000e-01, -3.0125344758e-03, 9.7827697761e-01, 9.6497247100e-06, 4.5168924174e-05
2.2300000000e-01, -3.0239772697e-03, 9.7947429629e-01, 8.3494071959e-06, 4.9069876717e-05
2.2400000000e-01, -3.0123428501e-03, 9.8067462623e-01, 2.5321972643e-06, 4.3115791257e-05
2.2500000000e-01, -2.9932692458e-03, 9.8178523426e-01, 1.8478196253e-06, 4.4484546535e-05
2.2600000000e-01, -3.0067446412e-03, 9.8282001325e-01, 8.1440939041e-06, 4.6811430508e-05
2.2700000000e-01, -2.9923179609e-03, 9.8383254997e-01, 1.1018479988e-05, 4.4963610883e-05
2.2800000000e-01, -3.0115284407e-03, 9.8483735322e-01, 1.5603810169e-05, 4.6537679452e-05
2.2900000000e-01, -3.0191455637e-03, 9.8579089659e-01, 8.0756561402e-06, 4.3184229021e-05
2.3000000000e-01, -3.0227590775e-03, 9.8669064787e-01, 1.5672247933e-05, 5.4065833481e-05
2.3100000000e-01, -3.0189881568e-03, 9.8753120048e-01, 8.7600337793e-06, 4.0104529646e-05
2.3200000000e-01, -2.9895736066e-03, 9.8840166040e-01, 5.4065833481e-06, 4.7495808147e-05
2.3300000000e-01, -3.0115489721e-03, 9.8914811109e-01, 1.0265664585e-05, 4.5784864049e-05
2.3400000000e-01, -3.0294796657e-03, 9.8988094267e-01, 1.3071612905e-05, 4.3047353493e-05
2.3500000000e-01, -3.0300613867e-03, 9.9055122213e-01, 9.0337848349e-06, 4.6263928397e-05
2.3600000000e-01, -3.0369256943e-03, 9.9123450476e-01, 6.7753386261e-06, 4.3047353493e-05
