% Moku:Pro Data Logger
% Input 1, DC coupling, 1 MOhm impedance, 400 mVpp range
% Input 2, DC coupling, 1 MOhm impedance, 4 Vpp range
% Input 3, DC coupling, 1 MOhm impedance, 4 Vpp range
% Input 4, DC coupling, 1 MOhm impedance, 4 Vpp range
% Acquisition rate: 1.0000000000e+03 Hz, Precision mode, trigger: Input 2, level: 0.000 V
% Output 1 (on) - Sine, 1.000 000 Hz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg, output termination 50 Ohm
% Output 2 (off) - Ramp, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, symmetry 90.00 %, output termination 50 Ohm
% Output 3 (off) - Square, 80.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg, duty cycle 50.00 %, output termination 50 Ohm
% Output 4 (off) - Pulse, 10.000 000 000 kHz, 200.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, width 1.000 us, edge 2.000 ns, output termination 50 Ohm
% Internal 10 MHz clock
% Acquired 2024-09-17 T 00:24:43 +1000
% Time (s), Input 1 (V), Input 2 (V), Input 3 (V), Input 4 (V)
1.2807000000e+01, -2.9860011555e-03, -9.4581366118e-01, 1.1908170919e-05, 5.1738949509e-05
1.2808000000e+01, -3.0323472080e-03, -9.4370297210e-01, 1.3140050669e-05, 4.0172967410e-05
1.2809000000e+01, -3.0174756823e-03, -9.4153609562e-01, 5.2697078203e-06, 3.7914521201e-05
1.2810000000e+01, -3.0183585294e-03, -9.3937784230e-01, 1.1771295391e-05, 4.4895173119e-05
1.2811000000e+01, -3.0470887019e-03, -9.3715847406e-01, 8.3494071959e-06, 4.6058615105e-05
1.2812000000e+01, -3.0292743524e-03, -9.3496771280e-01, 7.0490896817e-06, 4.1062658340e-05
1.2813000000e+01, -3.0391362340e-03, -9.3268996714e-01, 6.2962742788e-06, 3.7914521201e-05
1.2814000000e+01, -3.0289390074e-03, -9.3039702830e-01, 8.8284715432e-06, 4.7016743800e-05
1.2815000000e+01, -3.0263931227e-03, -9.2800444407e-01, 6.6384630983e-06, 5.3244580315e-05
1.2816000000e+01, -3.0103376237e-03, -9.2570869928e-01, 1.0265664585e-05, 4.3389542313e-05
1.2817000000e+01, -3.0067788600e-03, -9.2328449681e-01, 9.1022225988e-06, 4.3663293368e-05
1.2818000000e+01, -3.0170582119e-03, -9.2085242399e-01, 5.5434588759e-06, 4.2020787035e-05
1.2819000000e+01, -3.0217051360e-03, -9.1829387819e-01, 1.3071612905e-05, 4.8248623550e-05
1.2820000000e+01, -2.9789110033e-03, -9.1576523969e-01, 8.5547204876e-06, 3.8256710020e-05
1.2821000000e+01, -3.0284736306e-03, -9.1321223734e-01, 7.3912785012e-06, 4.8180185786e-05
1.2822000000e+01, -3.0272280634e-03, -9.1055856305e-01, 4.9275190008e-06, 5.2423327148e-05
1.2823000000e+01, -2.9912366443e-03, -9.0788613680e-01, 6.8437763900e-06, 4.4758297591e-05
1.2824000000e+01, -2.9901827027e-03, -9.0518017606e-01, 1.7109440975e-06, 4.2362975854e-05
1.2825000000e+01, -3.0305404510e-03, -9.0250213792e-01, 9.3759736544e-06, 4.4142357716e-05
1.2826000000e+01, -3.0109672511e-03, -8.9958367792e-01, 1.3482239488e-05, 4.5579550758e-05
1.2827000000e+01, -3.0054169486e-03, -8.9675644545e-01, 2.4637595004e-06, 4.7769559202e-05
1.2828000000e+01, -2.9972249484e-03, -8.9397506629e-01, 5.8172099315e-06, 4.4005482188e-05
1.2829000000e+01, -3.0032406277e-03, -8.9109000391e-01, 9.9234757656e-06, 4.7837996966e-05
1.2830000000e+01, -3.0006399928e-03, -8.8819734495e-01, 1.2045046446e-05, 4.3184229021e-05
1.2831000000e+01, -2.9753385521e-03, -8.8527265711e-01, 2.1215706809e-06, 4.6537679452e-05
1.2832000000e+01, -3.0033295968e-03, -8.8222354941e-01, 1.0334102349e-05, 4.4210795480e-05
1.2833000000e+01, -3.0035349101e-03, -8.7929920376e-01, 8.1440939041e-06, 4.3321104549e-05
1.2834000000e+01, -3.0251064927e-03, -8.7630101376e-01, 1.6356625572e-05, 4.5511112994e-05
1.2835000000e+01, -2.9789794411e-03, -8.7320680558e-01, 5.2697078203e-06, 3.9146400951e-05
1.2836000000e+01, -2.9933582149e-03, -8.7006982380e-01, 4.3800168896e-06, 4.8180185786e-05
1.2837000000e+01, -2.9670233640e-03, -8.6699354631e-01, 7.5965917929e-06, 3.9214838715e-05
1.2838000000e+01, -2.9898678890e-03, -8.6385533264e-01, 1.7383192031e-05, 4.6537679452e-05
1.2839000000e+01, -2.9969854163e-03, -8.6063923681e-01, 6.6384630983e-06, 4.5237361938e-05
1.2840000000e+01, -2.9723067593e-03, -8.5745735985e-01, 8.4862827237e-06, 4.8933001189e-05
1.2841000000e+01, -3.0043287882e-03, -8.5422716583e-01, 8.7600337793e-06, 5.2833953731e-05
1.2842000000e+01, -3.0134378543e-03, -8.5091053492e-01, 6.4331498066e-06, 4.3321104549e-05
1.2843000000e+01, -3.0325456775e-03, -8.4745894473e-01, -1.9162573892e-06, 4.0515156229e-05
1.2844000000e+01, -3.0383081371e-03, -8.4412985814e-01, 1.1429106571e-05, 4.2431413618e-05
1.2845000000e+01, -3.0408950845e-03, -8.4073240223e-01, 6.1593987510e-06, 4.9001438953e-05
1.2846000000e+01, -3.0198641602e-03, -8.3733234568e-01, 8.0072183763e-06, 4.2568289146e-05
1.2847000000e+01, -3.0172498376e-03, -8.3389711212e-01, 8.8969093071e-06, 5.0028005411e-05
1.2848000000e+01, -3.0048283838e-03, -8.3046379482e-01, -1.9846951531e-06, 4.7701121439e-05
1.2849000000e+01, -3.0197683473e-03, -8.2689982983e-01, 6.3647120427e-06, 5.3997395717e-05
1.2850000000e+01, -2.9914967078e-03, -8.2332258791e-01, 1.1497544335e-05, 4.6469241688e-05
1.2851000000e+01, -2.9930297136e-03, -8.1976574044e-01, 2.8743860838e-06, 4.0036091882e-05
1.2852000000e+01, -2.9877531622e-03, -8.1613046330e-01, 8.0072183763e-06, 4.6127052869e-05
1.2853000000e+01, -2.9718140074e-03, -8.1241230803e-01, 4.6537679452e-06, 4.8385499078e-05
1.2854000000e+01, -3.0003730855e-03, -8.0875793675e-01, 5.1328322925e-06, 4.6469241688e-05
1.2855000000e+01, -3.0165791476e-03, -8.0502287734e-01, 4.0378280701e-06, 4.5921739577e-05
1.2856000000e+01, -3.0077643638e-03, -8.0130971803e-01, 5.4750211120e-06, 4.6263928397e-05
1.2857000000e+01, -2.9591188025e-03, -7.9753229565e-01, 2.1215706809e-06, 4.7427370383e-05
1.2858000000e+01, -3.0306704828e-03, -7.9370854090e-01, 9.7181624739e-06, 4.6948306036e-05
1.2859000000e+01, -3.0050063220e-03, -7.8987048267e-01, -3.2850126672e-06, 4.1541722688e-05
1.2860000000e+01, -2.9845297436e-03, -7.8598985614e-01, 1.3619115016e-05, 4.6948306036e-05
1.2861000000e+01, -3.0100570288e-03, -7.8210115396e-01, 1.5740685697e-06, 4.9138314481e-05
1.2862000000e+01, -3.0398890494e-03, -7.7811068482e-01, 7.8703428485e-06, 4.6811430508e-05
1.2863000000e+01, -3.0080175835e-03, -7.7411261909e-01, 7.3912785012e-06, 4.6195490633e-05
1.2864000000e+01, -3.0272691260e-03, -7.7011208960e-01, 1.1018479988e-05, 5.4955524412e-05
1.2865000000e+01, -3.0344071846e-03, -7.6615015901e-01, 8.9653470710e-06, 4.1747035979e-05
1.2866000000e+01, -3.0362960668e-03, -7.6204156629e-01, 4.2431413618e-06, 4.5716426285e-05
1.2867000000e+01, -3.0132941350e-03, -7.5789499062e-01, 5.2697078203e-06, 4.8727687897e-05
1.2868000000e+01, -3.0284667869e-03, -7.5374649868e-01, 9.8550380017e-06, 5.0164880939e-05
1.2869000000e+01, -3.0324156457e-03, -7.4962688748e-01, 6.2962742788e-06, 4.1541722688e-05
1.2870000000e+01, -2.9881843201e-03, -7.4536992169e-01, 8.0756561402e-06, 4.4689859827e-05
1.2871000000e+01, -3.0066625158e-03, -7.4120589439e-01, 6.0909609871e-06, 4.4826735355e-05
1.2872000000e+01, -3.0117542853e-03, -7.3693120322e-01, 7.7334673207e-06, 3.7230143562e-05
1.2873000000e+01, -2.9964995082e-03, -7.3267622212e-01, 1.9162573892e-06, 5.1533636217e-05
1.2874000000e+01, -2.9904359224e-03, -7.2840529503e-01, 8.2809694320e-06, 4.3937044424e-05
1.2875000000e+01, -3.0156757691e-03, -7.2410624001e-01, 3.2850126672e-06, 5.1396760689e-05
1.2876000000e+01, -3.0244631778e-03, -7.1979206025e-01, 5.4065833481e-06, 4.8864563425e-05
1.2877000000e+01, -3.0153609554e-03, -7.1541717619e-01, 5.8172099315e-06, 3.8872649895e-05
1.2878000000e+01, -3.0085856170e-03, -7.1088844404e-01, 4.5853301813e-06, 4.4005482188e-05
1.2879000000e+01, -2.9948364705e-03, -7.0646702231e-01, 1.0744728932e-05, 5.0164880939e-05
1.2880000000e+01, -2.9969991038e-03, -7.0195622085e-01, 9.2390981266e-06, 5.2902391495e-05
1.2881000000e+01, -3.0075658943e-03, -6.9749880085e-01, 8.0072183763e-06, 4.2978915729e-05
1.2882000000e+01, -3.0264889355e-03, -6.9287932022e-01, 6.9806519178e-06, 3.4629508534e-05
1.2883000000e+01, -2.9786851587e-03, -6.8834956151e-01, 1.5809123461e-05, 5.0164880939e-05
1.2884000000e+01, -3.0021250922e-03, -6.8374541094e-01, 9.6497247100e-06, 4.3868606660e-05
1.2885000000e+01, -2.9751879890e-03, -6.7909691270e-01, 2.9428238477e-06, 3.6887954742e-05
1.2886000000e+01, -2.9800607577e-03, -6.7445252073e-01, 4.9275190008e-06, 5.0712383050e-05
1.2887000000e+01, -3.0061150137e-03, -6.6981524629e-01, 3.9009525423e-06, 4.3047353493e-05
1.2888000000e+01, -3.0011943387e-03, -6.6512274257e-01, 1.4098179363e-05, 4.6469241688e-05
1.2889000000e+01, -2.9897447010e-03, -6.6044515828e-01, 1.0060351293e-05, 4.8453936841e-05
1.2890000000e+01, -3.0030010956e-03, -6.5573000166e-01, 8.2125316681e-06, 4.6058615105e-05
1.2891000000e+01, -3.0029052827e-03, -6.5102428945e-01, 8.4862827237e-06, 4.8727687897e-05
1.2892000000e+01, -3.0225263891e-03, -6.4626451141e-01, 6.6384630983e-06, 3.9351714243e-05
1.2893000000e+01, -2.9961025691e-03, -6.4134267275e-01, 9.9234757656e-06, 4.4416108771e-05
1.2894000000e+01, -2.9878489750e-03, -6.3652150603e-01, 1.1360668807e-05, 4.1678598215e-05
1.2895000000e+01, -3.0252981185e-03, -6.3161862462e-01, 1.0813166696e-05, 4.3937044424e-05
1.2896000000e+01, -2.9985868599e-03, -6.2666769991e-01, 1.1634419863e-06, 4.3115791257e-05
1.2897000000e+01, -3.0116926914e-03, -6.2167441222e-01, 8.6915960154e-06, 4.4621422063e-05
1.2898000000e+01, -2.9956714112e-03, -6.1669809709e-01, 6.5700253344e-06, 4.4963610883e-05
1.2899000000e+01, -3.0132667599e-03, -6.1173430607e-01, 9.4444114183e-06, 4.6263928397e-05
1.2900000000e+01, -2.9982515149e-03, -6.0669133257e-01, 7.4597162651e-06, 4.4689859827e-05
1.2901000000e+01, -3.0213150407e-03, -6.0170132989e-01, 1.3413801724e-05, 5.1602073981e-05
1.2902000000e+01, -2.9838179908e-03, -5.9664008350e-01, 1.2934737377e-05, 4.6332366161e-05
1.2903000000e+01, -2.9804029465e-03, -5.9164912269e-01, 4.0378280701e-06, 3.8598898840e-05
1.2904000000e+01, -2.9734017635e-03, -5.8658910818e-01, 9.5812869461e-06, 4.5647988522e-05
1.2905000000e+01, -2.9843381178e-03, -5.8151171047e-01, 1.1155355516e-05, 4.2636726910e-05
1.2906000000e+01, -2.9798349131e-03, -5.7635081870e-01, 1.1018479988e-05, 4.3594855605e-05
1.2907000000e+01, -2.9526788091e-03, -5.7115160177e-01, 6.4331498066e-06, 4.3389542313e-05
1.2908000000e+01, -2.9824081729e-03, -5.6598639842e-01, 6.2962742788e-06, 3.8598898840e-05
1.2909000000e+01, -2.9906480795e-03, -5.6081407754e-01, 1.1634419863e-05, 4.4073919952e-05
1.2910000000e+01, -2.9821481095e-03, -5.5552185369e-01, 7.1859652095e-06, 4.1678598215e-05
1.2911000000e+01, -2.9919141781e-03, -5.5027281407e-01, 1.5056308058e-05, 4.5237361938e-05
1.2912000000e+01, -3.0042945693e-03, -5.4499509904e-01, 1.1634419863e-06, 5.3107704787e-05
1.2913000000e+01, -2.9894161998e-03, -5.3966482379e-01, 1.0470977877e-05, 4.3800168896e-05
1.2914000000e+01, -2.9783977201e-03, -5.3441345730e-01, 3.2850126672e-06, 4.8522374605e-05
1.2915000000e+01, -2.9807725104e-03, -5.2907503796e-01, 7.0490896817e-06, 3.7093268034e-05
1.2916000000e+01, -2.9904564538e-03, -5.2379342197e-01, 9.8550380017e-06, 5.0438631995e-05
1.2917000000e+01, -2.9729842931e-03, -5.1842495845e-01, 9.7866002378e-06, 4.2568289146e-05
1.2918000000e+01, -2.9858574362e-03, -5.1307791596e-01, 6.2962742788e-06, 4.6537679452e-05
1.2919000000e+01, -2.9835510836e-03, -5.0767297512e-01, 9.3759736544e-06, 4.6400803924e-05
1.2920000000e+01, -3.0030421582e-03, -5.0220055464e-01, 3.4218881950e-06, 4.7222057091e-05
1.2921000000e+01, -2.9808204169e-03, -4.9673956327e-01, 1.2113484210e-05, 4.6811430508e-05
1.2922000000e+01, -3.0071005175e-03, -4.9130355169e-01, 8.2125316681e-06, 4.5442675230e-05
1.2923000000e+01, -3.0029189703e-03, -4.8577733913e-01, 8.2125316681e-06, 5.8035223788e-05
1.2924000000e+01, -3.0020155918e-03, -4.8027959668e-01, 8.8969093071e-07, 4.1473284924e-05
1.2925000000e+01, -3.0208359764e-03, -4.7474825128e-01, 1.6082874517e-05, 4.5647988522e-05
1.2926000000e+01, -2.9993807380e-03, -4.6916646726e-01, 7.9387806124e-06, 4.4073919952e-05
1.2927000000e+01, -3.0075795819e-03, -4.6363272655e-01, 1.3413801724e-05, 4.2568289146e-05
1.2928000000e+01, -3.0021250922e-03, -4.5802151429e-01, 1.5466934641e-05, 4.7837996966e-05
1.2929000000e+01, -2.9904085473e-03, -4.5247819229e-01, 9.9234757656e-06, 4.5784864049e-05
1.2930000000e+01, -2.9844544620e-03, -4.4688456853e-01, 4.5168924174e-06, 4.8317061314e-05
1.2931000000e+01, -2.9963557889e-03, -4.4127664128e-01, 6.5015875705e-06, 4.2089224799e-05
1.2932000000e+01, -3.0085719294e-03, -4.3554148823e-01, 1.9162573892e-06, 4.6674554980e-05
1.2933000000e+01, -3.0007768683e-03, -4.2987367793e-01, 9.6497247100e-06, 4.0925782812e-05
1.2934000000e+01, -2.9746883934e-03, -4.2420285638e-01, 6.1593987510e-06, 4.5374237466e-05
1.2935000000e+01, -2.9979024823e-03, -4.1852813387e-01, 1.3619115016e-05, 4.3868606660e-05
1.2936000000e+01, -3.0070389235e-03, -4.1285087917e-01, 6.6384630983e-06, 4.0446718465e-05
1.2937000000e+01, -3.0235050491e-03, -4.0711750550e-01, 1.2318797502e-06, 4.8522374605e-05
1.2938000000e+01, -3.0069567982e-03, -4.0132123752e-01, 8.8969093071e-06, 4.4416108771e-05
1.2939000000e+01, -3.0086540547e-03, -3.9555063371e-01, 4.7906434730e-06, 4.6674554980e-05
1.2940000000e+01, -2.9892451054e-03, -3.8975607667e-01, 1.0060351293e-05, 4.7701121439e-05
1.2941000000e+01, -2.9843449616e-03, -3.8404035995e-01, 9.9234757656e-06, 3.5587637228e-05
1.2942000000e+01, -3.0301845747e-03, -3.7829234059e-01, 1.0950042224e-05, 5.0438631995e-05
1.2943000000e+01, -2.9945011255e-03, -3.7246096405e-01, 9.5128491822e-06, 4.9275190008e-05
1.2944000000e+01, -2.9755849281e-03, -3.6654814656e-01, 7.2544029734e-06, 4.5579550758e-05
1.2945000000e+01, -3.0035280663e-03, -3.6069767587e-01, 3.7640770145e-06, 3.9762340826e-05
1.2946000000e+01, -3.0058617940e-03, -3.5487013184e-01, 6.9122141539e-06, 4.4689859827e-05
1.2947000000e+01, -2.9839822415e-03, -3.4887156183e-01, 1.0334102349e-05, 4.8043310258e-05
1.2948000000e+01, -2.9939262483e-03, -3.4297058408e-01, 8.5547204876e-06, 4.5579550758e-05
1.2949000000e+01, -3.0255855571e-03, -3.3705817722e-01, 9.4444114183e-06, 4.5442675230e-05
1.2950000000e+01, -3.0030763771e-03, -3.3110340738e-01, 1.0060351293e-05, 4.5305799702e-05
1.2951000000e+01, -3.0041029435e-03, -3.2518052954e-01, 5.1328322925e-06, 4.5237361938e-05
1.2952000000e+01, -3.0011327447e-03, -3.1924122664e-01, 5.2012700564e-06, 4.4689859827e-05
1.2953000000e+01, -3.0002430538e-03, -3.1333422636e-01, 5.6803344037e-06, 4.9275190008e-05
1.2954000000e+01, -3.0092357757e-03, -3.0741073258e-01, 1.7109440975e-06, 4.6400803924e-05
1.2955000000e+01, -3.0017965910e-03, -3.0139826971e-01, 1.1223793280e-05, 4.2978915729e-05
1.2956000000e+01, -2.9966774464e-03, -2.9534015885e-01, 7.3228407373e-06, 4.5921739577e-05
1.2957000000e+01, -2.9873699107e-03, -2.8933173381e-01, 6.2278365149e-06, 4.5374237466e-05
1.2958000000e+01, -3.0223416071e-03, -2.8335951234e-01, 1.1018479988e-05, 4.3594855605e-05
1.2959000000e+01, -3.0194124709e-03, -2.7733863162e-01, 1.1292231044e-05, 4.1610160451e-05
1.2960000000e+01, -3.0154362369e-03, -2.7128387421e-01, 8.3494071959e-06, 4.9480503300e-05
1.2961000000e+01, -3.0272212196e-03, -2.6520694297e-01, 8.4178449598e-06, 4.7358932619e-05
1.2962000000e+01, -3.0005989301e-03, -2.5918161380e-01, 6.6384630983e-06, 4.3800168896e-05
1.2963000000e+01, -2.9872946292e-03, -2.5308757311e-01, 6.4331498066e-06, 3.9762340826e-05
1.2964000000e+01, -3.0059097005e-03, -2.4709016655e-01, 8.2809694320e-06, 4.9959567647e-05
1.2965000000e+01, -3.0033911908e-03, -2.4100290120e-01, 7.3228407373e-06, 4.2773602438e-05
1.2966000000e+01, -3.0045341014e-03, -2.3491324053e-01, 4.7906434730e-06, 4.8659250133e-05
1.2967000000e+01, -2.9806219474e-03, -2.2871544819e-01, 9.3759736544e-06, 4.3594855605e-05
1.2968000000e+01, -2.9935566844e-03, -2.2258985770e-01, 9.5812869461e-06, 4.4963610883e-05
1.2969000000e+01, -3.0131709470e-03, -2.1647733881e-01, 8.9653470710e-06, 5.3107704787e-05
1.2970000000e+01, -3.0017144656e-03, -2.1019071426e-01, -1.5056308058e-06, 4.1952349271e-05
1.2971000000e+01, -2.9841738672e-03, -2.0402269235e-01, 5.9540854593e-06, 4.1336409396e-05
1.2972000000e+01, -2.9860148430e-03, -1.9784173570e-01, 6.1593987510e-06, 4.6674554980e-05
1.2973000000e+01, -2.9928038690e-03, -1.9169027573e-01, 1.6561938864e-05, 4.4895173119e-05
1.2974000000e+01, -2.9848856199e-03, -1.8552547040e-01, 1.2181921974e-05, 4.3389542313e-05
1.2975000000e+01, -3.0284873182e-03, -1.7939727927e-01, 3.6956392506e-06, 4.3047353493e-05
1.2976000000e+01, -3.0276592213e-03, -1.7328523945e-01, 1.2181921974e-05, 4.2568289146e-05
1.2977000000e+01, -2.9972660111e-03, -1.6710770469e-01, 1.3961303836e-05, 5.2012700564e-05
1.2978000000e+01, -3.0242989271e-03, -1.6083141424e-01, 1.5809123461e-05, 4.2431413618e-05
1.2979000000e+01, -3.0030353145e-03, -1.5462623062e-01, 1.1429106571e-05, 3.7846083437e-05
1.2980000000e+01, -3.0005920863e-03, -1.4845314432e-01, 1.1429106571e-05, 4.5853301813e-05
1.2981000000e+01, -2.9891492925e-03, -1.4208063037e-01, 7.1175274456e-06, 4.7153619327e-05
1.2982000000e+01, -3.0223210758e-03, -1.3581973842e-01, 1.0881604460e-05, 4.2431413618e-05
1.2983000000e+01, -2.9917978339e-03, -1.2959142284e-01, 8.0756561402e-06, 4.2431413618e-05
1.2984000000e+01, -2.9808820109e-03, -1.2335776911e-01, 1.0197226821e-05, 4.6742992744e-05
1.2985000000e+01, -2.9854947160e-03, -1.1710810095e-01, 1.0334102349e-05, 4.5990177341e-05
1.2986000000e+01, -2.9800744453e-03, -1.1091735770e-01, 1.3003175141e-06, 4.2226100327e-05
1.2987000000e+01, -2.9830925506e-03, -1.0472510883e-01, 2.6006350282e-06, 4.4416108771e-05
1.2988000000e+01, -3.0115763472e-03, -9.8499393882e-02, 6.1593987510e-06, 5.2697078203e-05
1.2989000000e+01, -3.0043219444e-03, -9.2179097949e-02, 8.4862827237e-06, 5.2491764912e-05
1.2990000000e+01, -2.9960341314e-03, -8.5903218123e-02, 7.8703428485e-06, 4.2294538090e-05
1.2991000000e+01, -3.0162164274e-03, -7.9684210080e-02, 7.1859652095e-06, 4.2499851382e-05
1.2992000000e+01, -3.0358033150e-03, -7.3328394947e-02, 6.3647120427e-06, 5.0164880939e-05
1.2993000000e+01, -3.0214313849e-03, -6.7051488555e-02, 5.6803344037e-06, 5.1054571870e-05
1.2994000000e+01, -3.0067446412e-03, -6.0773350283e-02, 4.9275190008e-06, 4.3457980077e-05
1.2995000000e+01, -3.0150940481e-03, -5.4496854518e-02, 7.6650295568e-06, 4.3800168896e-05
1.2996000000e+01, -3.0119595986e-03, -4.8217826556e-02, 6.2962742788e-06, 4.2568289146e-05
1.2997000000e+01, -2.9977177003e-03, -4.2005183225e-02, 9.9234757656e-06, 5.0575507522e-05
1.2998000000e+01, -3.0186117491e-03, -3.5795619593e-02, 6.0225232232e-06, 4.4963610883e-05
1.2999000000e+01, -3.0284804744e-03, -2.9524598849e-02, 7.9387806124e-06, 4.0857345049e-05
1.3000000000e+01, -2.9904290787e-03, -2.3169947157e-02, 3.2165749033e-06, 4.7974872494e-05
1.3001000000e+01, -3.0255034318e-03, -1.6889413564e-02, 2.1215706809e-06, 4.6742992744e-05
1.3002000000e+01, -3.0072510806e-03, -1.0683956198e-02, 1.5740685697e-06, 3.5245448409e-05
1.3003000000e+01, -2.9782540008e-03, -4.4631003350e-03, 9.5812869461e-06, 4.2773602438e-05
1.3004000000e+01, -2.9914214262e-03, 1.8448083637e-03, 9.7866002378e-06, 4.8864563425e-05
1.3005000000e+01, -2.9620890014e-03, 8.1323910465e-03, 6.5015875705e-06, 4.9891129883e-05
1.3006000000e+01, -3.0046709770e-03, 1.4414430270e-02, 3.2850126672e-06, 4.7085181563e-05
1.3007000000e+01, -3.0086472109e-03, 2.0704887339e-02, 9.4444114183e-06, 4.2499851382e-05
1.3008000000e+01, -3.0245521469e-03, 2.6929028215e-02, 4.3800168896e-06, 4.2842040202e-05
1.3009000000e+01, -3.0133078225e-03, 3.3125657110e-02, 4.5853301813e-06, 5.0096443175e-05
1.3010000000e+01, -3.0111520330e-03, 3.9396472540e-02, 1.0265664585e-06, 4.1541722688e-05
1.3011000000e+01, -3.0161343021e-03, 4.5748728910e-02, 9.5812869461e-07, 4.7427370383e-05
1.3012000000e+01, -2.9991275182e-03, 5.2025087800e-02, 1.4166617127e-05, 3.9283276479e-05
1.3013000000e+01, -2.9938920294e-03, 5.8237252067e-02, 4.0378280701e-06, 4.5100486410e-05
1.3014000000e+01, -3.0148613597e-03, 6.4526066629e-02, 5.4750211120e-06, 4.4552984299e-05
1.3015000000e+01, -3.0189539379e-03, 7.0803657398e-02, 7.4597162651e-06, 3.8462023312e-05
1.3016000000e+01, -2.9924206175e-03, 7.7073309387e-02, 1.1565982099e-05, 4.1610160451e-05
1.3017000000e+01, -2.9882527578e-03, 8.3330095076e-02, 1.0265664585e-05, 4.5100486410e-05
1.3018000000e+01, -3.0154499245e-03, 8.9603237391e-02, 5.7487721676e-06, 4.3047353493e-05
1.3019000000e+01, -3.0051568851e-03, 9.5790558750e-02, 6.7069008622e-06, 3.5450761700e-05
1.3020000000e+01, -2.9913119258e-03, 1.0197363697e-01, 1.3413801724e-05, 4.2568289146e-05
1.3021000000e+01, -3.0022072175e-03, 1.0822775358e-01, 7.2544029734e-06, 4.3252666785e-05
1.3022000000e+01, -3.0427702791e-03, 1.1453011882e-01, 7.9387806124e-06, 4.7632683675e-05
1.3023000000e+01, -2.9981693896e-03, 1.2076876850e-01, 8.7600337793e-06, 4.5237361938e-05
1.3024000000e+01, -2.9901142650e-03, 1.2696998273e-01, -1.9162573892e-06, 3.9967654118e-05
1.3025000000e+01, -3.0313685480e-03, 1.3330636154e-01, 1.1429106571e-05, 4.0925782812e-05
1.3026000000e+01, -2.9852551839e-03, 1.3953919401e-01, 1.7793818614e-06, 5.2628640439e-05
1.3027000000e+01, -3.0198162537e-03, 1.4576189769e-01, 4.2431413618e-06, 4.4552984299e-05
1.3028000000e+01, -3.0111315017e-03, 1.5197885260e-01, 7.4597162651e-06, 3.9557027534e-05
1.3029000000e+01, -3.0327236157e-03, 1.5817294930e-01, 1.4029741600e-05, 4.8385499078e-05
1.3030000000e+01, -3.0187623122e-03, 1.6431879737e-01, 6.6384630983e-06, 3.9899216354e-05
1.3031000000e+01, -2.9870550970e-03, 1.7042960531e-01, 5.8172099315e-06, 5.5708339815e-05
1.3032000000e+01, -3.0157168318e-03, 1.7662260701e-01, 5.6118966398e-06, 4.5168924174e-05
1.3033000000e+01, -3.0189676255e-03, 1.8289479119e-01, 7.5281540290e-06, 4.1131096104e-05
1.3034000000e+01, -3.0142522637e-03, 1.8906267623e-01, 4.5168924174e-06, 4.4963610883e-05
1.3035000000e+01, -3.0087635551e-03, 1.9516855665e-01, 8.3494071959e-06, 4.8385499078e-05
1.3036000000e+01, -2.9963626326e-03, 2.0136025802e-01, 9.9234757656e-06, 4.5305799702e-05
1.3037000000e+01, -3.0291101018e-03, 2.0750090482e-01, 1.2660986322e-05, 4.3868606660e-05
1.3038000000e+01, -3.0098585593e-03, 2.1362464750e-01, 5.7487721676e-06, 5.1328322925e-05
1.3039000000e+01, -3.0552464832e-03, 2.1975304394e-01, 9.5812869461e-06, 3.9420152007e-05
1.3040000000e+01, -3.0414836492e-03, 2.2591299020e-01, 1.0881604460e-05, 4.0583593993e-05
1.3041000000e+01, -3.0399437996e-03, 2.3196740542e-01, 7.7334673207e-06, 3.8872649895e-05
1.3042000000e+01, -3.0850032221e-03, 2.3798671207e-01, 1.0334102349e-05, 4.2431413618e-05
1.3043000000e+01, -3.0572174907e-03, 2.4406001611e-01, 9.4444114183e-06, 4.7632683675e-05
1.3044000000e+01, -3.0476019851e-03, 2.5021729329e-01, 4.2431413618e-06, 4.1610160451e-05
1.3045000000e+01, -3.0371241638e-03, 2.5632858029e-01, 3.1481371394e-06, 4.9754254356e-05
1.3046000000e+01, -3.0607009728e-03, 2.6232441279e-01, 2.6006350282e-06, 4.5921739577e-05
1.3047000000e+01, -3.0388145765e-03, 2.6831223807e-01, 5.4065833481e-06, 3.8119834493e-05
1.3048000000e+01, -3.0584288391e-03, 2.7437226518e-01, 8.6231582515e-06, 4.2705164674e-05
1.3049000000e+01, -3.0517972200e-03, 2.8040231656e-01, 3.6272014867e-06, 4.3457980077e-05
1.3050000000e+01, -3.0194056272e-03, 2.8643770608e-01, 6.8437763900e-08, 5.1533636217e-05
1.3051000000e+01, -3.0370899449e-03, 2.9246091369e-01, 9.9234757656e-06, 4.4758297591e-05
1.3052000000e+01, -3.0240799263e-03, 2.9841992666e-01, 8.8969093071e-06, 3.5519199464e-05
1.3053000000e+01, -2.9979572325e-03, 3.0432945914e-01, 9.5128491822e-06, 4.1541722688e-05
1.3054000000e+01, -3.0172840565e-03, 3.1028368147e-01, 8.7600337793e-06, 4.9412065536e-05
